id,FC,VF,MSF,RMSF,RVF,CP1,CP2,Kurtosis,Skewness,ave,var,rms,peak,kur,impul,cl,peakind,sf,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,label
11,247.1021561,8367.303133,69426.77866,263.4896177,91.47296394,-0.134426495,1.566285225,1.800911478,0.058472569,0.003142105,0.342916336,0.585550217,5.552641866,23.71180844,19.95638547,31.26026794,9.482776557,2.104487578,3.13485751,3.053355007,0.866120461,24.58967,7.846650079,17.35821828,265.5882578,131.3931758,6.120563259,4.641586861,0.327433266,1.284399071,62.99791266,20.36540857,145.8387989,316.5473376,6.938899301,4.906804467,0.72856191,9.850773667,1.633080212,0.784629514,4.887703423,5.449822628,249.512825,539.8067481,55.48850153,285.2637868,4011.360158,239.9267761,1564.601488,220.7997301,17.00918168,46.731929,26.75180162,558.5339684,57.52708671,23.87423264,132.7435487,127.0788851,4.785566505,4.176413459,0.20979721,0.347361787,2.577407936,0.126259724,0.582489529,1.039427406,11.73650864,6.107939701,1.205044039,8.274938658,0.301641661,0.035160895,0.406382923,0.213223908,5.991929113,1.825476224,0.105455868,0.171120183,1.842556524,0.01796717,0.025376782,0.106444696,9
12,93.03239838,8616.272662,17271.29981,131.4203173,92.8238798,1.597927555,1.201359898,2.161202855,1.410643078,0.013573699,0.00525817,0.07376679,0.239386154,2.849427514,4.0595471,4.80153151,3.245175147,1.250948536,6.603892478,9.44423081,0.784078326,6.714842516,1.04245708,0.111703224,2.563419843,16.79319169,0.988834749,0.453563344,0.449866351,11.8078748,30.47022305,1.771413695,3.920443801,13.91433215,0.571974689,0.220302738,0.026467024,0.377391443,0.123272894,0.015559947,0.68821096,0.018731581,0.144441746,1.438491685,0.038440644,0.047133969,0.180368824,0.012065452,0.272610087,0.036952503,0.002887689,0.004184765,0.000513472,0.007117519,0.001173278,0.000462913,0.012152426,0.005306369,0.000140298,0.00597829,0.000130493,0.00015955,0.001603903,0.000189235,0.001194989,0.004001344,0.040702678,0.013447434,0.00314233,0.068854634,0.01005556,0.000348196,0.000997439,0.000636344,0.008521095,0.001859096,0.000113148,0.000720958,0.009999256,6.67E-05,0.000247869,8.71E-05,0
13,226.6807686,6594.295983,57978.46684,240.7871816,81.20527066,-0.139156537,1.234184703,1.858583917,0.468780455,0.002804375,0.234019221,0.483723146,2.906573603,8.192883804,9.033500625,11.79333429,6.008754444,1.50338988,4.741065529,5.355329653,0.769152455,48.96700046,15.1532048,4.741225503,82.73361821,41.26076131,2.122866326,2.869590332,0.427518262,0.9872773,18.10988541,6.383495823,15.87291636,60.86309674,11.10171676,2.428515851,0.537083846,5.957735424,1.154073981,0.297661878,1.114573024,1.161570075,57.21499096,105.0542484,18.16641652,235.6819647,2671.474195,199.4473331,5043.39096,1052.050067,72.04487214,279.9855603,14.11842179,189.4221235,10.66125259,0.706328692,3.927870865,7.392229237,0.223692372,0.089848328,0.010003982,0.043986312,0.443354472,0.024449794,0.064807946,0.057050835,1.099211929,0.397774977,0.14625539,1.296152793,0.059407101,0.010207955,0.106158749,0.127440488,1.002880614,0.334411134,0.012199283,0.026954348,0.275047341,0.002078378,0.002895418,0.045194943,6
14,223.6329236,8270.440362,58282.12488,241.4169109,90.9419615,-0.101985406,1.418715856,1.873733202,0.525958837,0.012261483,0.28672064,0.535558771,3.389005938,7.948629135,9.207017508,11.7266654,6.327981389,1.454969119,16.3403129,9.957743212,2.716289171,86.62097645,47.21119295,8.640556789,135.6414709,111.9469136,4.34733132,4.361607855,0.468505497,1.574921893,11.79576948,2.343349494,23.71561456,89.69611194,3.789383353,2.087672804,0.469593391,8.662479065,2.023831438,0.302163162,1.12269567,1.207727867,47.84530903,83.90279152,16.43967532,97.44838429,2301.329244,350.9155096,3174.943486,2864.651375,158.8838239,131.3247596,32.60760021,169.0571421,6.960421617,0.915955339,5.404876682,8.761301589,0.145076036,0.118435784,0.00881574,0.062393253,0.413892455,0.0293834,0.081839774,0.220763855,1.580458233,0.708507949,0.205675632,3.343459672,0.143491304,0.01818249,0.284368294,0.34070941,3.888655218,0.43219279,0.03175449,0.058540864,0.711680687,0.008675925,0.078165302,0.043260942,6
15,269.2954094,7927.149558,80447.16708,283.6320981,89.03454138,-0.075553844,1.307092123,1.841492172,-0.394485508,0.0054698,0.331792779,0.575992534,3.061496108,8.019510101,8.677734228,12.08817646,5.315166306,1.632636446,11.95767459,3.944674088,0.287506735,10.11138124,1.613445896,0.673161451,13.95082068,80.12264513,2.897462554,1.950014557,0.16610759,3.885377614,27.3253887,4.966342562,45.47520175,343.2849972,5.231354088,1.694968353,0.746839646,9.341635125,1.209877879,0.324412705,2.194326898,5.564325312,154.8845785,232.2127655,23.11742097,288.5437804,5210.810021,210.8876563,2347.770503,1009.139163,57.58550489,57.9007553,17.72066072,769.800651,52.29318223,11.86301008,61.93796478,182.6394877,6.536937595,3.129739868,0.109069256,1.253014527,14.14757562,2.35469983,1.537719319,6.493100046,400.4485232,27.95524303,2.842037867,11.83698303,3.601315374,0.485760302,7.644478436,6.112664518,72.36063708,13.47660509,0.761474495,0.741430258,28.76154939,0.285680108,0.25827139,1.145135204,7
16,210.6719751,10546.51835,54929.19945,234.3697921,102.6962431,-0.144643,1.068656875,1.950047261,0.750987948,0.004252173,0.023849731,0.154479243,1.191867764,9.049206572,10.91479493,13.57416706,7.71539102,1.414678129,4.422070655,3.465960465,0.298954813,54.18433647,4.026948173,1.059304719,13.85460666,16.1523709,0.473843066,0.995927307,0.13222105,0.69144754,7.347416177,1.548230243,11.93328415,28.5831221,2.90656496,0.606759015,0.079109568,1.101573382,0.156460688,0.032190724,0.475002058,0.279167514,8.908339843,12.36312555,2.633124421,12.92946282,206.4171555,26.85914475,335.9770309,71.93924332,4.044735381,13.95415187,2.645030508,35.27141356,1.096717154,0.135138028,0.526662492,2.172675292,0.017834072,0.009283666,0.000997896,0.007972536,0.132693653,0.008248456,0.030022104,0.142680771,0.575454806,0.344237163,0.104063875,0.623062022,0.022662999,0.004392448,0.035652982,0.035367651,0.425218889,0.102571681,0.002910028,0.005824984,0.207168594,0.001211923,0.001021059,0.003762384,2
17,193.8823561,12204.39942,49794.76742,223.1474119,110.4735236,0.051716212,1.724833018,2.059442779,0.990907679,0.003706526,0.076384098,0.276378556,1.607458044,6.716149241,8.166926835,10.15499208,5.816146046,1.404181871,45.75498205,7.5136035,4.652960605,107.0845209,51.95771943,16.95138755,294.6170645,306.5555172,10.46385824,9.180127812,0.460823172,7.697587237,163.166139,2.553371228,17.2099012,81.00176571,4.657876343,2.274760129,0.651416843,33.68546743,4.801889043,0.290925456,2.83533224,1.543071889,198.0451863,60.25410205,7.642914565,46.91121769,802.9645751,61.29632748,303.4718922,243.3522505,9.581188226,12.50136312,3.093970523,47.26918285,2.408144277,0.885367756,10.74067045,9.186827768,0.21364335,0.214368179,0.011202062,0.030823614,0.238002378,0.010437998,0.029290831,0.175260125,1.191714711,0.414788365,0.196266608,0.888402928,0.042176185,0.008694899,0.216609108,0.363541475,4.670706129,1.096693003,0.089620863,0.241099259,2.324069075,0.019319565,0.013351139,0.039064767,9
18,91.22884153,8099.851064,16422.55259,128.1505076,89.99917257,1.512741744,1.217516105,2.155054997,1.409619173,0.015099547,0.004318485,0.067422261,0.230728615,2.760364344,4.228057712,4.944811286,3.422142973,1.23550002,15.59749363,10.06666554,0.848669217,10.5393924,0.744578212,0.149876448,4.938529227,17.26057924,1.237977866,0.465084972,0.10195431,3.205052467,8.752982296,1.000774906,5.29927319,1.054078946,0.081070547,0.153794923,0.032372933,0.542796875,0.082437678,0.045794229,2.768800124,0.082619462,0.824352354,5.211675786,0.095549871,0.091017842,0.509968185,0.024483008,0.444722005,0.128626471,0.002658812,0.003423287,0.000398846,0.005526276,0.000958471,0.00085707,0.04232474,0.023801096,0.00059875,0.023209374,0.000379405,0.000220231,0.001745564,0.000254783,0.000621708,0.001022974,0.017309131,0.010267028,0.003456971,0.033947537,0.005855949,0.000283286,0.002513673,0.000721916,0.006616914,0.003329245,0.000169529,0.000839186,0.010807838,6.01E-05,0.000228139,0.000128954,0
19,228.137574,6783.173382,58829.92607,242.5488117,82.36002296,-0.13375723,1.228866978,1.851840279,0.440960459,0.002919704,0.199048188,0.446120542,2.837538673,8.229013222,9.472677454,12.31377692,6.360475265,1.489303403,0.546968651,1.696958628,0.940529133,44.51466389,19.57249845,3.367137797,73.32138848,64.29854027,1.934803834,3.163146545,0.296374476,0.945230364,9.157596931,2.898549582,13.02648435,39.07134283,2.380556022,1.540009211,0.433373132,7.642204209,1.335772034,0.202322513,1.117558734,0.831766534,19.96698929,51.48090647,10.87190561,127.1098481,2037.145972,212.4788245,1622.466175,2149.939052,123.5991817,116.4147361,13.20089222,157.2085222,7.396042194,0.722694325,4.135214383,8.96136136,0.194863274,0.157324407,0.01146306,0.054668513,0.476820413,0.019235065,0.067584744,0.052403115,0.630822923,0.526008585,0.118425221,1.24354694,0.078674435,0.011608025,0.139578104,0.140883853,1.437251057,0.345335991,0.024678847,0.016973339,0.217989961,0.002469035,0.00968683,0.010201054,6
20,191.4483595,12517.57861,49170.05296,221.743214,111.8819852,0.065970359,1.756276048,2.074720619,1.020493211,0.003241312,0.074930692,0.27373109,1.734401098,6.902053308,8.963699013,11.23277842,6.33614946,1.414691852,34.05252191,15.88736094,4.050143848,78.69549042,49.40212256,12.41469488,236.1046388,353.9282089,10.4637393,6.677273354,0.797791329,10.63677106,141.7282063,5.177772732,14.10831667,80.92883644,4.220500629,0.787285068,0.230962121,8.543137456,0.83118227,0.095462436,1.677304357,1.340068249,50.92426475,58.99246108,9.204975998,50.53953857,746.0456224,46.94350652,259.8114144,207.6590031,10.01209287,11.20025706,2.440848467,35.44870224,4.321162624,0.924327745,11.53402568,5.714969085,0.200559346,0.146522066,0.010965898,0.02188458,0.218911763,0.009341752,0.022012045,0.064749438,0.497454002,0.232933914,0.057575182,0.574508148,0.040153512,0.009287896,0.205233078,0.489191826,6.276892346,1.247352,0.100319026,0.326144523,2.41650308,0.017908222,0.025374136,0.004882945,9
21,235.8895118,10545.29658,66189.15838,257.2725372,102.6902945,-0.054624472,1.344192641,1.82217442,0.288371865,0.004537057,0.10145654,0.318528201,1.446241178,5.238089718,6.352536335,7.969093853,4.540386601,1.399117937,5.983182518,8.164716763,0.632923474,14.43818433,3.395085345,4.129522036,150.625509,231.7769607,2.151543451,3.87837533,0.42334354,9.168024685,145.23572,28.61968393,128.1603102,692.6358136,13.80150507,4.831556126,1.136386694,20.15058309,3.23843852,0.470476214,8.548547147,7.885255571,289.0904615,251.9915938,31.34442458,81.01025471,408.7984405,44.1649052,497.1234723,128.6893457,6.666440236,33.86463797,2.568061009,71.56960602,11.65816462,5.009697083,111.427397,117.6719481,4.706275807,1.585215969,0.098113851,0.250691888,3.142108518,0.556858597,0.617104737,3.678699147,80.48742891,6.794504882,1.100018197,3.491814871,0.124959896,0.025613779,0.31976931,0.120248448,2.039079232,1.186614949,0.056142216,0.053700934,1.731789455,0.020949078,0.076344025,0.315455033,4
22,92.86944792,8337.245093,16961.97945,130.2381643,91.308516,1.500752536,1.211061157,2.160652498,1.41055519,0.012031127,0.00414267,0.065473102,0.221758154,2.881331781,4.21043459,4.941376377,3.387011551,1.243111966,23.87890987,9.691773665,0.929856963,8.387712564,0.576189373,0.160261816,3.548303921,15.01160424,1.075380321,0.600018838,0.087701242,3.214497857,7.608668748,1.330879599,4.200350174,1.811510991,0.217361401,0.148914881,0.036600425,0.482422413,0.067895394,0.042982367,2.645573837,0.060084567,0.586293702,4.701132491,0.085817751,0.067173861,0.507601661,0.015311801,0.508374693,0.087297714,0.00249025,0.003314854,0.000523611,0.006346026,0.001064624,0.000831476,0.042031817,0.032174408,0.000448012,0.022295375,0.000355207,0.000188606,0.002145496,0.000336283,0.00069126,0.002348504,0.029847874,0.013016948,0.004918916,0.044031668,0.005027434,0.000491906,0.003186692,0.000551023,0.00758943,0.002940368,0.000127528,0.000706643,0.007807465,6.65E-05,0.000566428,7.98E-05,0
23,92.84287624,8244.09194,16863.89161,129.8610473,90.796982,1.498120244,1.188619272,2.160562656,1.41054077,0.009693349,0.004280093,0.06613124,0.213726462,2.767508426,4.024999918,4.743867288,3.231853231,1.245415441,21.43386389,12.84693104,0.910368328,9.460018495,0.625306603,0.1798014,4.333620301,19.79365962,0.928538643,0.56339663,0.139113098,2.900885115,12.41307087,1.397757753,4.445028062,11.89602796,0.109225862,0.166881674,0.030291979,0.303826627,0.055743577,0.041892842,2.547936181,0.051120607,0.50757388,4.722164544,0.099127579,0.1194694,0.404245295,0.0215687,0.758677037,0.059587869,0.004345109,0.006501872,0.000611123,0.009126256,0.001985449,0.001165562,0.042030048,0.01279155,0.000338796,0.021901556,0.000350028,0.000151585,0.001542769,0.000125369,0.000680753,0.002749268,0.012340593,0.011482734,0.002358233,0.030862589,0.005975839,0.000271809,0.001765151,0.000498253,0.006438951,0.002487033,0.000144337,0.00026165,0.004465426,5.45E-05,0.000141925,8.77E-05,0
24,226.6448701,6467.337677,57835.23484,240.4895732,80.41975924,-0.134386444,1.239346859,1.858754314,0.469462126,0.003924568,0.238713624,0.488558328,3.093170958,9.733080626,9.763060673,12.88579507,6.331221429,1.542050106,1.004028594,4.65582596,0.971853892,43.34281398,15.97251704,4.164582261,91.70092023,43.84351738,2.000593207,2.840093647,0.441419697,0.861567697,18.16928162,5.271092831,25.71750168,183.7454328,3.126695331,1.305374274,0.350156193,5.948271249,1.366785196,0.25148126,1.424870698,1.166481779,35.62861204,105.3502805,20.05632153,197.6826309,2518.502597,289.208415,4796.290014,731.8177962,78.80970604,269.6696459,16.9083912,158.7136787,10.41976339,1.024584968,5.001356954,10.35299343,0.290892362,0.304933875,0.015189271,0.055844088,0.535776174,0.043966161,0.064555375,0.145665278,1.434376335,0.383811651,0.082567377,1.353575325,0.142623015,0.021384037,0.271987198,0.138991601,2.355933602,0.414616236,0.02537866,0.025072998,0.209253019,0.006725159,0.019138108,0.031600693,6
25,92.28501041,8493.156968,17009.68012,130.4211644,92.15832555,1.515364431,1.218850019,2.158670155,1.410232338,0.013302777,0.004163601,0.065877693,0.219776308,2.781545147,4.144129969,4.870973027,3.336126345,1.242198149,18.00809965,8.737263568,0.863735626,7.050728429,0.507423259,0.224842676,6.960922071,12.97483607,0.922531714,0.310651839,0.14044666,3.010497865,8.859671005,0.999150231,4.604434263,1.734557763,0.169389264,0.123321144,0.024824997,0.235306298,0.044400033,0.042931157,2.578429985,0.058644292,0.420889551,5.14842543,0.11358945,0.130081589,0.462247956,0.032795735,1.113154086,0.078848297,0.004611364,0.004493424,0.000353988,0.006697187,0.001421374,0.000867551,0.042635631,0.005716868,0.000316162,0.022258967,0.000353757,0.000151337,0.001750256,0.000195961,0.000827911,0.003134636,0.013590361,0.010841805,0.002324245,0.026316942,0.004674631,0.000231562,0.001523035,0.000611745,0.006444762,0.004688159,0.000178129,0.000234842,0.003682318,5.75E-05,2.77E-05,0.00018708,0
26,206.2932817,10799.38459,53356.30265,230.9898324,103.9200875,-0.059725765,0.908018739,1.978459013,0.819492237,0.004600082,0.011777161,0.108611042,0.540665329,4.516570589,6.553986623,7.903781854,4.977995977,1.316591386,0.729629564,1.943938262,0.130251145,22.84658136,1.717759498,0.310768779,6.660725794,13.9345496,0.596593491,1.214064029,0.145744429,0.282786786,4.499075995,1.898700663,52.35167676,86.20857641,1.448664448,1.593495688,0.096306675,0.414809402,0.035839271,0.010105179,0.110913671,0.089307792,2.719507443,6.027215376,0.763360083,3.281547248,107.074477,12.24914557,63.00777058,27.47343254,1.802481583,4.754056542,0.847210363,9.052411762,0.51916917,0.090671513,0.458852275,0.67961485,0.017707093,0.025902824,0.000923665,0.004784082,0.124776802,0.005182604,0.014292338,0.026447218,0.27991861,0.198582648,0.029044239,0.292837484,0.016781135,0.004588768,0.036483368,0.019403693,0.191484079,0.053386874,0.003182721,0.004321754,0.034772036,0.000322266,0.001695036,0.002310093,2
27,272.9431163,7170.50179,81668.44655,285.7769174,84.67881548,-0.085590306,1.236500887,1.857593727,-0.464799503,0.004449369,0.352295319,0.593511921,3.00037989,7.767946534,8.183980142,11.27546874,5.055298444,1.618891591,3.655758662,4.714767293,0.315278773,5.072150612,1.757539176,0.701453706,13.85686536,26.5365335,1.180566247,0.717706999,0.12199042,4.049964045,25.63065439,0.783370032,9.328173165,24.80252482,1.375199576,0.735201048,0.161645079,5.189033838,1.133789829,0.350157858,3.178521325,4.907642878,118.5449386,234.3700784,41.61228619,323.7327269,5409.550259,266.3153092,2310.913085,697.3133293,26.55407013,64.34867505,14.64863106,475.3063504,63.116973,13.58455928,95.3325809,99.84416543,6.852462519,2.549144028,0.164997064,0.257986868,1.677475707,0.087341527,0.22531075,0.34011343,9.455743622,2.549828706,0.395357979,2.875901591,0.331234862,0.245202363,3.159967623,4.664432202,87.38847289,10.52026852,0.41569845,0.454812098,7.519879558,0.048264035,0.051926651,0.154109382,7
